sample_id,split,vd_selected,vg_fixed,idsat_true,idsat_pred,abs_error,t_AlGaN_nm,x_AlGaN,N_AlGaN_cm3,t_pGaN_nm,N_pGaN_cm3,Lgd_um,vth_v,pred_rank,tcad_rank,selected_fraction_pct
001237,test,15.0,5.0,0.4952946631,0.5028740125666077,0.0075793494666077,10.449951,0.21337911,3.6520582e+16,49.211467,1.5106739e+17,1.9935716,1.7107364,35,36,29.914529914529915
000548,test,10.7734375,5.0,0.5252496089,0.4790382313128671,0.0462113775871328,19.640461,0.18545019,1.4519296e+16,62.615121,9.3475489e+16,2.7336378,1.0318029,36,35,30.76923076923077
000992,test,2.888671875,5.0,0.4654288237999999,0.4572886116904834,0.0081402121095165,17.31013,0.18186448,1314818500000000.0,48.628284,2.039656e+17,1.6797778,1.2405075,37,37,31.62393162393162
001466,test,4.733856201,5.0,0.4614683538,0.4338865324529651,0.0275818213470349,16.753407,0.18341133,4.9295088e+16,57.708664,8.5619491e+16,2.3369158,1.2260001,38,38,32.47863247863248
000933,test,15.0,5.0,0.434714917,0.4164355237204947,0.0182793932795052,19.477689,0.20364126,2.346987e+16,75.856297,6.2863385e+16,2.4313935,1.4078185,39,39,33.33333333333333
001365,test,15.0,5.0,0.4047278863,0.4150255458686362,0.0102976595686362,18.179539,0.2081484,2.4497209e+16,73.924304,7.038505e+16,2.4219024,1.4603339,40,42,34.18803418803419
000050,test,15.0,5.0,0.3983300541,0.4110134113659038,0.0126833572659038,12.066409,0.19546829,7106879400000000.0,61.526119,1.7800813e+17,2.9614621,2.2159466,41,43,35.04273504273504
000155,test,15.0,5.0,0.4181775156,0.3755089082321383,0.0426686073678617,12.345071,0.18379536,2010426700000000.0,52.873279,3.6755231e+17,2.9768075,2.5680855,42,40,35.8974358974359
000607,test,15.0,5.0,0.3433728995,0.3753465323825199,0.0319736328825199,18.56061,0.18193147,3336946800000000.0,71.723224,2.5191907e+17,2.4690311,2.7836632,43,46,36.75213675213676
001564,test,15.0,5.0,0.2686686233,0.3705903246213065,0.1019217013213065,21.544226,0.19932089,1507617800000000.0,88.06445,3.0093552e+17,3.7209152,2.8145814,44,56,37.60683760683761
001587,test,15.0,5.0,0.4124316903,0.3692262288882731,0.0432054614117268,20.064992,0.18350022,1339786500000000.0,82.941939,5.5454867e+16,1.5359136,2.037691,45,41,38.46153846153847
001417,test,6.484375,5.0,0.3844541114,0.3546360853331797,0.0298180260668203,21.542802,0.18993886,1.1349314e+16,73.361707,1.1999769e+17,2.2051936,1.2123541,46,44,39.31623931623932
000172,test,15.0,5.0,0.3033991141,0.3498576725630029,0.0464585584630029,14.858221,0.1990036,1.1379129e+16,73.467467,2.305616e+17,2.9729098,2.9020452,47,50,40.17094017094017
000307,test,7.5,5.0,0.3605452147999999,0.3372407850715324,0.0233044297284675,17.886313,0.19936398,6892873700000000.0,68.313838,2.2533998e+17,3.8914149,2.0502099,48,45,41.02564102564102
000036,test,15.0,5.0,0.2996341038,0.3218815274549041,0.0222474236549041,20.76148,0.20979887,1864388400000000.0,69.820563,3.5721242e+17,1.6897323,1.7207822,49,52,41.88034188034188
000342,test,15.0,5.0,0.3020388312,0.3116820059340554,0.0096431747340553,16.525753,0.21141638,2.3369039e+16,75.861932,1.7300202e+17,2.0563227,2.1623728,50,51,42.73504273504273
000798,test,6.989257813,5.0,0.324902659,0.2972940916895513,0.0276085673104486,21.155405,0.19518257,2427447000000000.0,83.701634,9.3595928e+16,3.6602619,2.0038652,51,47,43.58974358974359
001437,test,2.3125,5.0,0.3183869696,0.2805694076752614,0.0378175619247386,20.373276,0.19063211,7461018200000000.0,72.540893,1.4251091e+17,2.371361,1.8614922,52,48,44.44444444444444
000163,test,15.0,5.0,0.296040789,0.2736162983150252,0.0224244906849747,17.353308,0.2170705,1.2883194e+16,68.864549,1.0914331e+17,1.5071243,1.2406608,53,53,45.2991452991453
000179,test,15.0,5.0,0.2814071471,0.2705051373837217,0.0109020097162783,11.484566,0.22532219,6702603500000000.0,35.744998,3.3491191e+17,3.7790247,1.015211,54,54,46.15384615384615
000359,test,8.869628906,5.0,0.3162467549,0.2559879554004768,0.0602587994995231,16.567725,0.19366234,3.7289365e+16,80.819727,9.594595e+16,1.8014792,2.0651064,55,49,47.008547008547005
000531,test,15.0,5.0,0.2757833557,0.2430616984558406,0.0327216572441594,10.034125,0.23042723,2194272600000000.0,51.294762,1.8537252e+17,3.9002287,1.5727618,56,55,47.863247863247864
001261,test,15.0,5.0,0.1983989634,0.2146512569074395,0.0162522935074395,10.511754,0.23595904,5467065800000000.0,50.326819,6.6614367e+16,2.2019674,1.4136669,57,59,48.717948717948715
000216,test,15.0,5.0,0.2223012879,0.2014393864382372,0.0208619014617627,14.842162,0.22792788,1.2074319e+16,59.5459,2.2148518e+17,3.4858576,1.5443443,58,57,49.572649572649574
001545,test,15.0,5.0,0.1828342124,0.1971403880993483,0.0143061756993483,19.374794,0.21835328,2623251300000000.0,89.862937,2.7639805e+17,1.7538072,1.0778238,59,60,50.427350427350426
000316,test,15.0,5.0,0.1731104628999999,0.1852269477197986,0.0121164848197986,12.641454,0.18940783,6584063800000000.0,81.095077,2.4862867e+17,1.8892908,2.140625,60,61,51.28205128205128
001426,test,5.0,2.5,0.2081843311,0.1838510909227339,0.024333240177266,17.334728,0.18074327,5e+16,56.716283,8.4813407e+16,2.5982341,1.0572678,61,58,52.13675213675214
000505,test,15.0,5.0,0.1602149158999999,0.1642984001675179,0.0040834842675179,14.553738,0.23525257,1888272500000000.0,49.288204,3.9119358e+17,2.9027663,1.0132062,62,62,52.991452991452995
000744,test,15.0,2.96875,0.1417646164,0.1600301021088756,0.0182654857088756,14.069491,0.19968376,3.2313134e+16,75.488406,9.7606193e+16,3.2314527,2.2097247,63,67,53.84615384615385
001363,test,15.0,3.046875,0.1533993635,0.1525159249904446,0.0008834385095553,10.0,0.24154406,1116844500000000.0,47.253543,1.5741559e+17,3.5063746,1.5530934,64,63,54.700854700854705
001281,test,15.0,5.0,0.1447259215,0.1521217646678069,0.0073958431678069,11.209113,0.24005276,5880540200000000.0,48.073219,7.0867559e+16,2.1208363,1.190615,65,66,55.55555555555556
000760,test,15.0,5.0,0.1473202244999999,0.1515019506116771,0.0041817261116771,17.72128,0.23146779,2.366728e+16,75.257297,1.3157023e+17,1.8092002,1.5505262,66,65,56.41025641025641
000159,test,15.0,5.0,0.148698618,0.1492358780655651,0.0005372600655651,13.451202,0.23373193,1.0641217e+16,85.591925,7.7275584e+16,2.5235993,2.5306603,67,64,57.26495726495726
000211,test,15.0,5.0,0.132813297,0.1456435981183584,0.0128303011183584,17.098103,0.23446955,2.6407861e+16,76.827008,6.4953199e+16,2.9706243,1.0215056,68,69,58.119658119658126
000341,test,15.0,5.0,0.1189949553,0.1348798021146475,0.0158848468146475,20.469005,0.23576136,3686865100000000.0,84.600621,1.7597364e+17,3.0540331,1.7087935,69,71,58.97435897435898
000580,test,15.0,3.28125,0.1163391457,0.1170928682140554,0.0007537225140554,10.582926,0.24594197,1035484400000000.0,46.071167,1.575265e+17,3.6856589,1.1075035,70,72,59.82905982905983
000521,test,15.0,5.0,0.1347314307,0.115621244741523,0.0191101859584769,15.493821,0.23709376,1860692800000000.0,69.35749,3.4084952e+17,1.7941189,2.6106158,71,68,60.68376068376068
000468,test,15.0,1.25,0.03409645847,0.1130169955605331,0.0789205370905331,19.589115,0.22710898,1.1810318e+16,75.094923,2.1198792e+17,1.7744494,1.6296892,72,99,61.53846153846154
001392,test,15.0,5.0,0.111215823,0.1078107781181254,0.0034050448818745,16.760661,0.23852687,5080233900000000.0,77.462944,8.2924997e+16,1.9404143,1.5014684,73,74,62.39316239316239
000524,test,15.0,5.0,0.1145614574,0.1060100561620362,0.0085514012379637,10.391391,0.24756095,6478102200000000.0,82.422115,7.3024341e+16,2.0185506,2.7785261,74,73,63.24786324786324
000591,test,15.0,5.0,0.1208644262,0.105934165015768,0.0149302611842319,10.380049,0.24633281,1.1444811e+16,57.561024,2.7302573e+17,2.885349,2.2773678,75,70,64.1025641025641
000136,test,15.0,5.0,0.1090163061,0.1057480765112464,0.0032682295887535,14.829643,0.24310831,1653020400000000.0,65.564298,3.7001141e+17,2.3871727,2.5093965,76,75,64.95726495726495
001421,test,15.0,5.0,0.1051368038,0.1049512409205901,0.0001855628794098,11.00749,0.24700135,4911202300000000.0,51.358016,7.7375617e+16,2.1857395,1.3225623,77,78,65.8119658119658
000686,test,15.0,5.0,0.1084416245,0.1046826912109077,0.0037589332890922,17.086237,0.23840916,1.5853154e+16,68.36622,1.4048497e+17,3.5494822,1.0658925,78,77,66.66666666666666
001453,test,15.0,5.0,0.1018445442,0.1043690163248171,0.0025244721248171,16.67195,0.24037266,1.2451475e+16,67.325536,1.8122744e+17,3.7202558,1.3377455,79,81,67.52136752136752
000362,test,15.0,5.0,0.0996540028299999,0.1035564118648624,0.0039024090348624,12.086926,0.24505279,1103312700000000.0,66.182971,2.7095866e+17,3.3105441,1.8174852,80,82,68.37606837606837
000059,test,0.5,5.0,0.1026187138999999,0.1026023512305962,1.636266940376052e-05,14.446415,0.21112993,7731453500000000.0,73.875716,2.0384936e+17,1.5616409,2.5800495,81,80,69.23076923076923
001369,test,15.0,4.78515625,0.0931252982,0.0947850835879097,0.0016597853879097,11.698456,0.24739548,5e+16,53.038763,8.6216152e+16,2.267748,1.2304936,82,84,70.08547008547008
001433,test,15.0,5.0,0.08941467781,0.0947570929642548,0.0053424151542548,16.941532,0.24232815,1.5764675e+16,66.874178,1.6236851e+17,3.6290003,1.2367752,83,85,70.94017094017094
000655,test,15.0,5.0,0.1034928289,0.0933888367531219,0.010103992146878,10.335104,0.24997355,4.3200068e+16,72.629067,2.1436248e+17,2.3896978,1.5895735,84,79,71.7948717948718
001463,test,15.0,5.0,0.09553407692,0.0894735544194626,0.0060605225005373,10.818584,0.24931044,1068908400000000.0,47.468276,1.5435967e+17,3.7461366,1.3386343,85,83,72.64957264957265
000752,test,15.0,5.0,0.1087343619,0.0888752205757637,0.0198591413242362,10.233174,0.24932267,5637169500000000.0,77.597869,6.7385931e+16,1.8452685,2.5010033,86,76,73.50427350427351
000027,test,15.0,1.25,0.0005257807934,0.0808464775922474,0.0803206967988474,16.006632,0.2032404,1353613900000000.0,64.422238,3.95044e+17,3.0854369,2.610847,87,115,74.35897435897436
000895,test,15.0,5.0,0.0797233164,0.0784600872208335,0.0012632291791664,10.0,0.2555591,1395464900000000.0,45.262469,1.6381107e+17,3.6914349,1.3401115,88,86,75.21367521367522
001344,test,15.0,4.70703125,0.0739326671599999,0.074965087343262,0.001032420183262,11.701683,0.25163128,1184366800000000.0,48.289469,2.2271903e+17,3.2703329,1.3371546,89,88,76.06837606837607
001384,test,15.0,4.4140625,0.07089938263,0.0607530785171566,0.0101463041128433,10.127758,0.25751846,1767288200000000.0,52.674014,1.8011422e+17,3.7216181,1.7194713,90,89,76.92307692307693
001444,test,15.0,5.0,0.05588383262,0.0555849798230676,0.0002988527969323,11.46034,0.25768122,1182810500000000.0,47.11914,2.1902961e+17,3.7462142,1.1561033,91,91,77.77777777777779
000016,test,15.0,5.0,0.05077816223,0.0540354828194046,0.0032573205894046,14.523184,0.25873671,3.1414009e+16,68.043463,1.3954966e+17,2.3012353,1.1343771,92,93,78.63247863247864
001302,test,15.0,5.0,0.05287202362,0.0533699390125469,0.0004979153925469,11.601114,0.25863031,2.0790879e+16,57.426352,7.2064869e+16,2.5171034,1.3116657,93,92,79.48717948717949
001303,test,3.85546875,2.8125,0.07724087139,0.0531161242045466,0.0241247471854533,10.035923,0.23823909,1039762400000000.0,47.597552,1.5553204e+17,3.6706014,1.4098352,94,87,80.34188034188034
001462,test,15.0,5.0,0.04975990928,0.0508806997552805,0.0011207904752805,12.383333,0.25765407,2.4462194e+16,55.896952,7.8987353e+16,2.4498292,1.027991,95,94,81.19658119658119
000930,test,15.0,2.8125,0.0410096001,0.0483346904906935,0.0073250903906935,12.557506,0.26090043,2.4092923e+16,57.600113,6.485321e+16,2.4405351,1.0243885,96,95,82.05128205128204
001342,test,15.0,5.0,0.03936696454,0.0385892512527352,0.0007777132872647,12.430692,0.26212605,2.4693658e+16,61.222222,8.1898674e+16,2.673506,1.2888711,97,96,82.90598290598291
000792,test,15.0,5.0,0.0366345394,0.0354733088640592,0.0011612305359407,12.286572,0.26391899,1681465100000000.0,67.093073,5.3798801e+16,3.5330547,1.3150716,98,98,83.76068376068376
000747,test,15.0,5.0,0.03300019879,0.0320905609702063,0.0009096378197936,12.373452,0.26547207,2443031500000000.0,57.307202,2.9318839e+17,2.1072665,1.7468009,99,100,84.61538461538461
000677,test,15.0,0.9375,0.0372041915599999,0.0273686412031648,0.0098355503568351,12.424467,0.26257444,2.5620713e+16,58.647742,7.6748277e+16,2.4886344,1.0927926,100,97,85.47008547008546
000462,test,15.0,5.0,0.0230944509499999,0.0195149440148953,0.0035795069351046,12.49357,0.27241783,5214090800000000.0,89.66228,5.6581796e+16,1.817505,2.285304,101,101,86.32478632478633
001355,test,15.0,0.0,0.001012191841,0.0188473238144905,0.0178351319734905,14.345353,0.25597422,2.739073e+16,69.19234,1.3651046e+17,2.1901298,1.5023808,102,111,87.17948717948718
000894,test,15.0,0.0,0.0009506228495,0.0132346631413241,0.0122840402918241,12.849199,0.26274402,2.9251285e+16,62.019752,5.7893372e+16,2.5109456,1.1112566,103,112,88.03418803418803
000164,test,15.0,5.0,0.01405126393,0.0132334512688134,0.0008178126611865,14.112014,0.28387094,4.1060078e+16,63.387046,3.2098725e+17,1.6580175,1.563599,104,102,88.88888888888889
001216,test,15.0,0.0,0.06873953768,0.0123267228909868,0.0564128147890131,22.0,0.18210418,1.5929504e+16,64.15053,8.007186e+16,3.3905818,1.0329246,105,90,89.74358974358975
001409,test,15.0,0.0,0.00092785436,0.0104076791888114,0.0094798248288114,11.432692,0.25305037,4.4306566e+16,56.299906,1.0844646e+17,2.415068,1.4322838,106,113,90.5982905982906
001300,test,15.0,5.0,0.008517782913,0.0081319783613387,0.0003858045516612,14.174354,0.29313078,2134622800000000.0,63.081025,2.529673e+17,4.0,1.0034513,107,103,91.45299145299145
000950,test,15.0,5.0,0.007182375118,0.0072749132396545,9.253812165453852e-05,10.44789,0.29948805,2961194600000000.0,81.945331,5.1785385e+16,1.6802886,2.133807,108,104,92.3076923076923
000491,test,15.0,0.0,0.0006191592138,0.0056203912364846,0.0050012320226846,12.311815,0.22692515,2.3576493e+16,55.773082,1.8063527e+17,3.2541307,1.6294072,109,114,93.16239316239316
001390,test,15.0,5.0,0.004899340521,0.0054048353528368,0.0005054948318368,11.183771,0.3038593,8647486500000000.0,56.245208,1.3916874e+17,2.6795913,1.0700127,110,106,94.01709401709401
000473,test,15.0,5.0,0.005249897176,0.0052950330171276,4.513584112762759e-05,12.472895,0.29935545,1284006600000000.0,73.977481,1.920407e+17,2.9856834,2.0564973,111,105,94.87179487179486
000535,test,15.0,5.0,0.003684972812,0.0043430870835161,0.0006581142715161,13.323688,0.30374194,1.9092426e+16,89.489744,8.0463155e+16,3.5178061,1.8778705,112,107,95.72649572649573
000880,test,15.0,5.0,0.0034569043779999,0.0033369374767528,0.0001199669012471,14.199774,0.309795,1633792800000000.0,67.964173,3.1285765e+17,4.0,1.6394531,113,108,96.58119658119658
000292,test,15.0,5.0,0.0028756469,0.0031520097956118,0.0002763628956118,11.335707,0.31310942,2.9904839e+16,61.750709,2.2298214e+17,2.750979,1.6484274,114,109,97.43589743589743
001387,test,15.0,0.0,0.0014849184939999,0.0018633461107637,0.0003784276167637,12.613095,0.29957829,3437509100000000.0,66.78101,8.3183303e+16,3.5364769,1.0934487,115,110,98.29059829059828
000975,test,15.0,0.0,0.0004066209096,0.0007867958622386,0.0003801749526386,19.817086,0.18,5747313000000000.0,54.667138,2.2831938e+17,2.5708033,1.4312874,116,117,99.14529914529915
000750,test,15.0,0.0,0.0004481720783,-0.0017921041849934,0.0022402762632934,12.215949,0.19756142,1940695900000000.0,55.2296,1.8961379e+17,2.5333824,2.054775,117,116,100.0
